date,retail_volume,unemployment_rate,consumer_confidence,industrial_production,hicp,industry_confidence,construction_confidence,economic_sentiment,employment_expectations,industry_employment_expectations,construction_production,retail_employment,industrial_turnover
2019-07,103.0000000000,14.2000000000,-4.6000000000,101.4000000000,82.1100000000,-2.9000000000,-4.6000000000,105.5000000000,107.1000000000,4.3000000000,121.7000000000,101.8000000000,97.4000000000
2019-08,102.7000000000,14.1000000000,-14.2000000000,102.4000000000,82.0200000000,0.5000000000,-14.2000000000,107.9000000000,106.6000000000,7.4000000000,119.7000000000,101.9000000000,97.2000000000
2019-09,103.4000000000,14.0000000000,-5.6000000000,102.1000000000,82.3400000000,-5.2000000000,-5.6000000000,103.4000000000,105.1000000000,1.7000000000,118.5000000000,101.9000000000,97.6000000000
2019-10,103.0000000000,14.0000000000,-6.7000000000,103.7000000000,82.8800000000,-7.6000000000,-6.7000000000,100.9000000000,104.3000000000,-2.2000000000,120.3000000000,102.0000000000,97.2000000000
2019-11,103.3000000000,13.9000000000,-11.0000000000,102.5000000000,82.9100000000,-3.7000000000,-11.0000000000,103.2000000000,103.4000000000,-3.2000000000,118.8000000000,102.1000000000,97.2000000000
2019-12,103.2000000000,13.8000000000,-11.8000000000,101.8000000000,82.8100000000,-2.5000000000,-11.8000000000,103.4000000000,105.8000000000,-2.6000000000,114.5000000000,102.3000000000,98.4000000000
2020-01,103.1000000000,13.8000000000,-4.1000000000,100.9000000000,81.6600000000,-5.2000000000,-4.1000000000,101.7000000000,104.6000000000,-0.8000000000,115.1000000000,102.3000000000,98.3000000000
2020-02,104.2000000000,13.6000000000,-3.1000000000,104.0000000000,81.6100000000,-3.2000000000,-3.1000000000,103.8000000000,104.3000000000,0.1000000000,114.5000000000,102.4000000000,100.0000000000
2020-03,88.1000000000,14.5000000000,-10.7000000000,87.7000000000,82.1000000000,-6.6000000000,-10.7000000000,99.8000000000,100.2000000000,-6.6000000000,112.8000000000,101.3000000000,81.7000000000
2020-04,72.2000000000,15.3000000000,-32.1000000000,67.3000000000,82.3900000000,-36.5000000000,-32.1000000000,66.2000000000,57.2000000000,-32.5000000000,85.9000000000,99.3000000000,58.5000000000
2020-05,83.7000000000,15.5000000000,-41.2000000000,77.7000000000,82.4400000000,-33.1000000000,-41.2000000000,69.3000000000,73.8000000000,-28.1000000000,96.1000000000,98.0000000000,69.5000000000
2020-06,98.0000000000,16.0000000000,-17.9000000000,87.3000000000,82.8000000000,-22.6000000000,-17.9000000000,82.2000000000,85.7000000000,-22.9000000000,104.0000000000,98.1000000000,80.9000000000
2020-07,99.4000000000,16.2000000000,-20.2000000000,94.7000000000,81.5100000000,-11.7000000000,-20.2000000000,91.3000000000,97.4000000000,-11.6000000000,106.2000000000,98.2000000000,86.5000000000
2020-08,99.8000000000,16.5000000000,-32.9000000000,98.1000000000,81.5100000000,-10.3000000000,-32.9000000000,88.8000000000,84.9000000000,-9.6000000000,105.3000000000,98.4000000000,88.6000000000
2020-09,99.4000000000,16.4000000000,-19.2000000000,98.2000000000,81.8700000000,-9.2000000000,-19.2000000000,90.5000000000,90.3000000000,-8.6000000000,104.7000000000,98.5000000000,90.3000000000
2020-10,100.1000000000,16.3000000000,-7.3000000000,99.7000000000,82.1300000000,-9.1000000000,-7.3000000000,90.6000000000,92.7000000000,-7.6000000000,103.6000000000,98.7000000000,92.8000000000
2020-11,99.7000000000,16.2000000000,-9.0000000000,100.3000000000,82.2100000000,-7.5000000000,-9.0000000000,90.3000000000,88.0000000000,-6.8000000000,103.4000000000,98.6000000000,93.3000000000
2020-12,101.3000000000,16.2000000000,-11.6000000000,100.4000000000,82.3400000000,-7.7000000000,-11.6000000000,93.5000000000,93.6000000000,-3.8000000000,105.3000000000,98.8000000000,92.4000000000
2021-01,94.5000000000,15.9000000000,-6.7000000000,100.0000000000,82.0200000000,-4.0000000000,-6.7000000000,96.0000000000,92.3000000000,-2.3000000000,104.3000000000,98.9000000000,94.4000000000
2021-02,97.6000000000,15.7000000000,-6.9000000000,98.9000000000,81.5400000000,-6.9000000000,-6.9000000000,93.0000000000,89.9000000000,-4.7000000000,101.7000000000,99.1000000000,93.3000000000
2021-03,100.6000000000,15.5000000000,-3.3000000000,101.4000000000,83.0800000000,-3.0000000000,-3.3000000000,99.8000000000,97.2000000000,-1.4000000000,102.4000000000,99.3000000000,98.0000000000
2021-04,97.8000000000,15.7000000000,-4.3000000000,99.3000000000,84.0000000000,-1.4000000000,-4.3000000000,102.5000000000,99.7000000000,-2.4000000000,100.9000000000,99.5000000000,97.6000000000
2021-05,99.2000000000,15.7000000000,-7.2000000000,99.5000000000,84.4500000000,0.6000000000,-7.2000000000,105.1000000000,99.0000000000,2.0000000000,102.2000000000,99.7000000000,97.2000000000
2021-06,100.1000000000,15.6000000000,8.0000000000,97.1000000000,84.8500000000,-1.1000000000,8.0000000000,107.6000000000,102.8000000000,0.5000000000,98.8000000000,99.8000000000,95.5000000000
2021-07,100.3000000000,15.2000000000,-4.4000000000,98.4000000000,83.8400000000,2.9000000000,-4.4000000000,110.8000000000,101.3000000000,-3.6000000000,97.4000000000,100.1000000000,98.9000000000
2021-08,100.9000000000,14.8000000000,-10.2000000000,100.8000000000,84.2100000000,1.7000000000,-10.2000000000,108.2000000000,102.8000000000,-2.4000000000,97.7000000000,100.2000000000,100.5000000000
2021-09,101.3000000000,14.4000000000,8.2000000000,99.3000000000,85.1700000000,2.6000000000,8.2000000000,109.5000000000,107.5000000000,0.2000000000,99.7000000000,100.5000000000,101.6000000000
2021-10,101.6000000000,13.9000000000,5.5000000000,99.6000000000,86.5400000000,5.5000000000,5.5000000000,112.3000000000,108.3000000000,1.1000000000,98.6000000000,100.8000000000,104.0000000000
2021-11,105.2000000000,13.5000000000,-1.6000000000,102.4000000000,86.7500000000,4.4000000000,-1.6000000000,109.4000000000,106.5000000000,1.7000000000,98.4000000000,101.2000000000,109.6000000000
2021-12,101.2000000000,13.3000000000,0.2000000000,103.4000000000,87.7500000000,5.7000000000,0.2000000000,108.1000000000,103.7000000000,2.2000000000,97.9000000000,101.4000000000,109.4000000000
2022-01,101.1000000000,13.3000000000,-0.1000000000,102.9000000000,87.0600000000,6.9000000000,-0.1000000000,108.9000000000,106.5000000000,2.1000000000,94.9000000000,101.6000000000,112.2000000000
2022-02,102.8000000000,13.2000000000,5.7000000000,102.3000000000,87.7600000000,9.5000000000,5.7000000000,111.9000000000,109.6000000000,4.5000000000,94.8000000000,101.7000000000,112.1000000000
2022-03,100.0000000000,13.3000000000,10.6000000000,98.5000000000,91.2000000000,3.9000000000,10.6000000000,104.2000000000,107.6000000000,3.6000000000,93.3000000000,101.7000000000,109.4000000000
2022-04,102.2000000000,13.2000000000,5.9000000000,104.1000000000,90.9700000000,-1.3000000000,5.9000000000,99.6000000000,105.4000000000,4.4000000000,93.6000000000,101.8000000000,124.9000000000
2022-05,103.5000000000,12.9000000000,17.4000000000,104.5000000000,91.6100000000,1.2000000000,17.4000000000,103.9000000000,106.1000000000,3.2000000000,90.8000000000,101.9000000000,124.4000000000
2022-06,102.2000000000,12.9000000000,2.7000000000,103.0000000000,93.3500000000,1.2000000000,2.7000000000,101.8000000000,105.4000000000,3.3000000000,92.1000000000,102.1000000000,126.3000000000
2022-07,101.7000000000,12.7000000000,2.3000000000,102.8000000000,92.8100000000,-4.5000000000,2.3000000000,96.6000000000,102.3000000000,2.9000000000,93.0000000000,102.3000000000,123.9000000000
2022-08,103.0000000000,12.8000000000,9.9000000000,103.5000000000,93.0500000000,-5.6000000000,9.9000000000,97.0000000000,105.9000000000,3.1000000000,93.5000000000,102.5000000000,127.3000000000
2022-09,102.8000000000,13.0000000000,6.8000000000,103.5000000000,92.8200000000,-5.4000000000,6.8000000000,96.3000000000,103.0000000000,0.2000000000,92.1000000000,102.6000000000,124.0000000000
2022-10,102.4000000000,13.1000000000,14.6000000000,101.5000000000,92.8600000000,-3.6000000000,14.6000000000,98.1000000000,101.0000000000,1.6000000000,91.9000000000,102.7000000000,123.4000000000
2022-11,102.5000000000,13.2000000000,12.5000000000,101.0000000000,92.5500000000,-7.4000000000,12.5000000000,96.2000000000,103.2000000000,0.2000000000,91.3000000000,102.6000000000,123.3000000000
2022-12,102.3000000000,13.2000000000,17.7000000000,102.0000000000,92.5600000000,-5.2000000000,17.7000000000,98.2000000000,102.8000000000,-3.2000000000,91.5000000000,102.7000000000,122.9000000000
2023-01,104.5000000000,13.1000000000,-6.9000000000,101.7000000000,92.1600000000,-3.5000000000,-6.9000000000,101.4000000000,102.6000000000,1.0000000000,92.2000000000,103.0000000000,121.8000000000
2023-02,103.4000000000,12.9000000000,12.0000000000,100.7000000000,93.0300000000,-5.8000000000,12.0000000000,99.2000000000,105.1000000000,-3.5000000000,95.4000000000,103.1000000000,120.4000000000
2023-03,104.1000000000,12.5000000000,6.1000000000,102.5000000000,94.0100000000,-3.4000000000,6.1000000000,99.4000000000,104.7000000000,0.0000000000,95.7000000000,103.4000000000,120.4000000000
2023-04,105.5000000000,12.1000000000,10.0000000000,101.0000000000,94.4400000000,-1.5000000000,10.0000000000,103.5000000000,104.8000000000,-3.6000000000,96.9000000000,103.7000000000,119.1000000000
2023-05,105.1000000000,12.0000000000,11.5000000000,100.3000000000,94.3100000000,-5.4000000000,11.5000000000,100.7000000000,106.4000000000,0.5000000000,97.9000000000,103.9000000000,120.3000000000
2023-06,105.1000000000,11.9000000000,14.6000000000,100.8000000000,94.8500000000,-8.7000000000,14.6000000000,99.6000000000,108.3000000000,-1.3000000000,95.7000000000,104.1000000000,118.4000000000
2023-07,105.2000000000,12.0000000000,13.2000000000,100.6000000000,94.7800000000,-9.6000000000,13.2000000000,100.8000000000,107.1000000000,-0.8000000000,95.1000000000,104.2000000000,118.8000000000
2023-08,104.4000000000,12.0000000000,0.9000000000,99.9000000000,95.2900000000,-6.8000000000,0.9000000000,101.9000000000,105.5000000000,4.2000000000,95.8000000000,104.2000000000,120.0000000000
2023-09,103.8000000000,12.0000000000,4.5000000000,100.6000000000,95.8400000000,-9.1000000000,4.5000000000,98.4000000000,106.9000000000,0.1000000000,96.1000000000,104.5000000000,119.5000000000
2023-10,104.4000000000,12.0000000000,7.6000000000,99.7000000000,96.0900000000,-8.1000000000,7.6000000000,100.3000000000,109.0000000000,-3.6000000000,95.9000000000,104.5000000000,120.1000000000
2023-11,106.2000000000,12.0000000000,15.9000000000,101.1000000000,95.5800000000,-9.9000000000,15.9000000000,98.4000000000,109.0000000000,-2.3000000000,97.0000000000,104.9000000000,121.1000000000
2023-12,104.9000000000,11.9000000000,15.3000000000,99.9000000000,95.5900000000,-6.5000000000,15.3000000000,101.0000000000,106.8000000000,-1.5000000000,96.2000000000,105.1000000000,119.5000000000
2024-01,105.4000000000,11.9000000000,2.3000000000,102.4000000000,95.4000000000,-4.8000000000,2.3000000000,102.5000000000,108.2000000000,-6.1000000000,99.6000000000,105.3000000000,119.3000000000
2024-02,105.5000000000,11.7000000000,6.5000000000,103.9000000000,95.7700000000,-4.5000000000,6.5000000000,102.2000000000,107.8000000000,-3.4000000000,95.7000000000,105.5000000000,120.8000000000
2024-03,105.0000000000,11.6000000000,9.0000000000,101.3000000000,97.0600000000,-5.5000000000,9.0000000000,102.0000000000,107.4000000000,-3.8000000000,98.4000000000,105.8000000000,120.3000000000
2024-04,106.1000000000,11.6000000000,12.9000000000,101.0000000000,97.6500000000,-3.7000000000,12.9000000000,104.6000000000,107.0000000000,1.4000000000,95.1000000000,105.7000000000,120.2000000000
2024-05,105.5000000000,11.6000000000,14.4000000000,100.2000000000,97.8700000000,-6.5000000000,14.4000000000,101.3000000000,107.7000000000,0.1000000000,96.2000000000,105.9000000000,119.5000000000
2024-06,105.4000000000,11.5000000000,-0.8000000000,100.8000000000,98.2600000000,-6.0000000000,-0.8000000000,102.3000000000,106.6000000000,2.1000000000,97.0000000000,105.8000000000,118.7000000000
2024-07,106.5000000000,11.4000000000,11.9000000000,99.9000000000,97.5200000000,-4.4000000000,11.9000000000,104.0000000000,106.2000000000,-1.7000000000,100.4000000000,106.1000000000,118.0000000000
2024-08,107.0000000000,11.3000000000,1.4000000000,99.1000000000,97.5500000000,-3.8000000000,1.4000000000,105.0000000000,109.5000000000,-0.4000000000,98.3000000000,106.3000000000,118.2000000000
2024-09,107.9000000000,11.1000000000,7.8000000000,101.1000000000,97.4600000000,-0.9000000000,7.8000000000,107.2000000000,104.9000000000,0.6000000000,99.3000000000,106.5000000000,119.8000000000
2024-10,108.1000000000,10.9000000000,14.1000000000,102.3000000000,97.8400000000,-7.8000000000,14.1000000000,100.6000000000,110.0000000000,3.4000000000,99.1000000000,106.7000000000,118.1000000000
2024-11,106.9000000000,10.8000000000,8.7000000000,100.0000000000,97.8700000000,-5.5000000000,8.7000000000,102.5000000000,107.2000000000,2.1000000000,100.2000000000,106.8000000000,121.3000000000
2024-12,109.3000000000,10.8000000000,5.3000000000,102.2000000000,98.3000000000,-4.9000000000,5.3000000000,103.3000000000,104.9000000000,0.4000000000,101.1000000000,106.9000000000,122.3000000000
2025-01,108.1000000000,10.8000000000,11.7000000000,101.4000000000,98.1500000000,-4.1000000000,11.7000000000,104.3000000000,110.3000000000,4.4000000000,132.6000000000,107.0000000000,121.6000000000
2025-02,109.6000000000,10.8000000000,16.6000000000,102.4000000000,98.5400000000,-6.0000000000,16.6000000000,102.3000000000,111.2000000000,3.9000000000,131.6000000000,107.1000000000,121.9000000000
2025-03,109.0000000000,10.8000000000,12.3000000000,102.0000000000,99.2200000000,-5.1000000000,12.3000000000,103.0000000000,109.1000000000,3.8000000000,125.8000000000,107.1000000000,120.7000000000
2025-04,110.9000000000,10.6000000000,12.0000000000,101.6000000000,99.8400000000,-4.5000000000,12.0000000000,102.4000000000,108.2000000000,3.5000000000,123.7000000000,107.3000000000,118.5000000000
2025-05,110.8000000000,10.6000000000,18.0000000000,101.6000000000,99.8100000000,-5.0000000000,18.0000000000,102.9000000000,107.3000000000,2.4000000000,126.9000000000,107.5000000000,119.5000000000
2025-06,112.0000000000,10.5000000000,17.2000000000,102.8000000000,100.4900000000,-6.3000000000,17.2000000000,101.6000000000,109.6000000000,2.3000000000,125.5000000000,107.8000000000,120.3000000000
2025-07,111.5000000000,10.6000000000,18.3000000000,102.3000000000,100.1500000000,-4.8000000000,18.3000000000,102.4000000000,108.0000000000,0.9000000000,124.0000000000,107.9000000000,119.7000000000
2025-08,111.9000000000,10.5000000000,8.8000000000,102.1000000000,100.1800000000,-5.8000000000,8.8000000000,101.4000000000,105.4000000000,-3.2000000000,119.2000000000,108.0000000000,118.7000000000
2025-09,112.3000000000,10.4000000000,16.1000000000,102.6000000000,100.4200000000,-4.5000000000,16.1000000000,104.3000000000,107.2000000000,1.0000000000,118.3000000000,107.8000000000,120.3000000000
2025-10,112.2000000000,10.2000000000,20.2000000000,103.4000000000,100.9500000000,-4.6000000000,20.2000000000,103.7000000000,110.8000000000,3.5000000000,121.5000000000,107.9000000000,119.3000000000
2025-11,113.3000000000,10.1000000000,22.0000000000,104.5000000000,100.9600000000,-3.6000000000,22.0000000000,104.8000000000,107.6000000000,-1.3000000000,117.2000000000,107.9000000000,118.9000000000
2025-12,112.2000000000,10.2000000000,19.2000000000,102.0000000000,101.2900000000,-3.6000000000,19.2000000000,104.4000000000,110.2000000000,2.6000000000,114.4000000000,107.9000000000,119.4000000000
